measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,World Bank Upper Middle Income,Both,All ages,Schizophrenia,Percent,2017,0.0036566415029089644,0.004169966771037853,0.003177945116216468
Prevalence,World Bank Upper Middle Income,Both,All ages,Schizophrenia,Percent,2018,0.0036591989446360896,0.004165325721610683,0.0031823369504134155
Prevalence,World Bank Upper Middle Income,Both,All ages,Schizophrenia,Percent,2019,0.003653949076006522,0.004154268247405381,0.0031804311096492793
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,1990,0.0042974826887156965,0.005418332416129904,0.0032906228444605262
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,1991,0.004306751782451715,0.00543047735588863,0.0032982196288357623
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,1992,0.004320575054651344,0.005449538873970653,0.003308266153934274
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,1993,0.0043314103599128816,0.005465599303861265,0.0033157356515320924
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,1994,0.00433751844658176,0.0054756231780330455,0.0033195199939508604
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,1995,0.004344229950123229,0.0054870256662903,0.003323598240943611
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,1996,0.0043526865717788575,0.00549980031445277,0.003327978614312437
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,1997,0.00436110844432182,0.00551258608669663,0.003333761157257281
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,1998,0.0043679994901226135,0.005522800327839723,0.0033381512680080664
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,1999,0.004373977197488941,0.005531700453632819,0.0033419619303653803
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2000,0.004381212675495902,0.005541238820259227,0.0033453947836970216
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2001,0.004391612723085846,0.00555396659674668,0.0033516802961833358
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2002,0.004404666380462997,0.005570855283047683,0.003359238280511588
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2003,0.004417037939040501,0.0055870883826392576,0.0033681120565079298
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2004,0.004429118914490968,0.005602936352944499,0.0033777117857614176
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2005,0.004441576363781937,0.0056182778701200226,0.0033879086241960393
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2006,0.004454408228953131,0.0056347662744080235,0.0033978747040849296
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2007,0.004470256857131696,0.00565561257483607,0.003409087922803972
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2008,0.004488188068015411,0.005679721140978567,0.003423563758002058
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2009,0.004507103894258043,0.005703815679142238,0.003439729976573153
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2010,0.004526582195584444,0.005729101858933664,0.003456249169872066
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2011,0.004547298318247112,0.0057563778496644135,0.0034731919592305483
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2012,0.004570926600021048,0.005787024918101588,0.0034918023769071604
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2013,0.004596193608401864,0.005819928715939262,0.0035109494661032365
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2014,0.004622080635502842,0.00585350121970591,0.003530687614287051
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2015,0.0046491038688727705,0.005886896558513763,0.0035516880931175873
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2016,0.004679159093540442,0.005926130983615561,0.003574345873305689
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2017,0.004711416974917925,0.0059675772254234784,0.003598987047455615
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2018,0.004744018919183423,0.006009031000798582,0.0036242351964622115
Prevalence,World Bank Low Income,Both,All ages,Bipolar disorder,Percent,2019,0.004776950591449145,0.0060495103072918804,0.003649318199783226
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2009,0.00396085331003515,0.00473801241003453,0.003268400611994456
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2010,0.0039633984003925775,0.004741746595614041,0.0032707228084319483
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2011,0.003965606677909869,0.004745085189002889,0.0032728282504269446
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2012,0.003968420218777134,0.00474864251149379,0.003275202828854589
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2013,0.003971389402103471,0.004752953143207205,0.0032780507364787125
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2014,0.003974132323114631,0.004757026871022179,0.0032809650750804703
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2015,0.003975825641973674,0.004759506712205094,0.003282276458040811
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2016,0.003977516056546944,0.004761886736937687,0.003283441598043668
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2017,0.0039792698659305075,0.004764473444828917,0.0032849567110548933
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2018,0.003980362486157058,0.004765999493345725,0.003285827607751662
Prevalence,World Bank Low Income,Both,All ages,Autism spectrum disorders,Percent,2019,0.003981788724275009,0.004766823065483354,0.003287412988014632
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1990,0.016949872585142856,0.02410137131947475,0.010191439906441167
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1991,0.017240883007759743,0.024461844696256743,0.010400832352725991
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1992,0.017615832115427648,0.024970832579944268,0.010672537200435853
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1993,0.017952730266884636,0.02539834175839788,0.010911275062418294
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1994,0.01821577545484843,0.025708557804508106,0.011094159499736467
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1995,0.018456706444655663,0.02604868316992898,0.01125845620374424
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1996,0.018697406401313618,0.02633556080440965,0.011430089324068311
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1997,0.018942989913320638,0.026686631171408338,0.011603490483453244
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1998,0.019138087477994118,0.02697783753385485,0.01171152543942622
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1999,0.019257654850658525,0.027169937200250193,0.011738428589857733
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2000,0.019309500680373553,0.027253723426166578,0.011772651395778558
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2001,0.019339842671693225,0.02729414038670217,0.011768657577794887
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2002,0.01937763817284875,0.027316870917357964,0.011820820233767447
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2003,0.019355508356006548,0.027226201228060996,0.011832334156129321
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2004,0.019295188470740306,0.027116159961648824,0.011768205453593453
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2005,0.019204944736368516,0.02699259024204838,0.011680440420558777
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2006,0.01903602020138972,0.02677177540090906,0.011584969175821502
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2007,0.018825588975471163,0.026508236473470774,0.011456379019251903
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2008,0.01858393212719318,0.026200463819102602,0.011272897085197449
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2009,0.01831198621758818,0.02588733135268628,0.011060054252137918
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2010,0.01804268031896161,0.02557364714971046,0.010894516792779908
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2011,0.017714341133849617,0.025085879212340748,0.010678186111501332
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2012,0.017298625273660242,0.02454604940730801,0.010355892399016424
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2013,0.016847308801997505,0.023997288182557357,0.009988476056901847
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2014,0.016398874082456216,0.023446592954038874,0.009620145620896994
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2015,0.01602705339767935,0.0229797704250862,0.009310572015175454
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2016,0.01569928357749137,0.022572918572690923,0.009049122466496192
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2017,0.015418517409203247,0.022315563429843942,0.008838169467044464
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2018,0.015214552627234089,0.021953910113944954,0.008800193283847683
Prevalence,World Bank Low Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2019,0.015048338339513318,0.02159121617429077,0.008796651800406044
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,1990,0.03153790505499772,0.035134009624088164,0.02821507102907639
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,1991,0.03206293101242734,0.03562640187917346,0.0287865637958788
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,1992,0.03251790673142057,0.036137243961846886,0.029200249066690963
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,1993,0.03290628591716702,0.0365618377523439,0.02961177723380574
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,1994,0.03323132976577064,0.03684882477282365,0.02991533348376426
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,1995,0.03348714422734885,0.037159375857258155,0.03020689151029415
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,1996,0.03364992708668527,0.03725929946774272,0.030372424806442797
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,1997,0.03372474888335275,0.03725004218098536,0.030482883408358932
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,1998,0.03377433999008846,0.03727474413450689,0.030596035079258704
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,1999,0.03386110499890681,0.03731619159156168,0.030711773387048478
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2000,0.03403906981025683,0.0375517474970149,0.03088891343549668
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2001,0.034337558985788705,0.037863556369282556,0.031161866014800543
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2002,0.03471064489607841,0.03830806586034475,0.031509016637968214
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2003,0.03510938163524998,0.038760897532651176,0.03187327541010039
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2004,0.03548679765708825,0.039209851655595186,0.03219924372371859
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2005,0.03578963118068166,0.039519962881685855,0.03246471920324658
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2006,0.0359341080893504,0.03973398481018929,0.032603962941087236
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2007,0.03591794168995885,0.03975400056185685,0.03260096899512614
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2008,0.035856627595144984,0.03964839580896796,0.03258505363840335
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2009,0.03585844913543152,0.03961796151550742,0.0325520062586936
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2010,0.03600538257415747,0.03973482460894472,0.03261676939585642
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2011,0.036303466173477246,0.040105004391274734,0.032855022930003454
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2012,0.03665382424090748,0.04050529235553254,0.03329517129578373
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2013,0.03702176617302633,0.04092098517034715,0.033528514809048664
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2014,0.03737670667372916,0.0413455361652545,0.03384579427785704
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2015,0.037672403544286456,0.041703269687436914,0.03406605615542757
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2016,0.03787265021347017,0.04187721495970678,0.034213637962460436
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2017,0.038051123708038204,0.042082784843815974,0.03436481270939938
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2018,0.03819698804930469,0.04221181683120881,0.034531938903831653
Prevalence,World Bank Upper Middle Income,Both,All ages,Depressive disorders,Percent,2019,0.03826376990985969,0.04238011438279593,0.0344703549584883
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,1990,0.0013225350449853352,0.0017036367667661294,0.0009710255094706728
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,1991,0.0013263068691919263,0.0017044726627505461,0.0009816092015869026
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,1992,0.0013310360997418672,0.0017185688202533494,0.0009884218608518078
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,1993,0.0013363784499470241,0.0017249267891857353,0.0009923229360724313
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,1994,0.0013428091219666598,0.0017301410268080642,0.000992574085827403
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,1995,0.0013495862914467876,0.0017347400837142027,0.0010065613730544853
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,1996,0.0013576829208779288,0.0017527732622481212,0.001006829227635321
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,1997,0.0013674250967486024,0.001765456013860285,0.00101708831075558
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,1998,0.0013790002658890955,0.0017725308026569906,0.0010284731783223684
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,1999,0.0013911302441310539,0.0017892418288906766,0.0010319374346895067
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2000,0.0014041641936820427,0.0017949578333494446,0.001044866733213922
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2001,0.001419255023039711,0.0018249273442996596,0.0010516094785349855
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2002,0.00143848601929345,0.0018450472026975257,0.00107225535492162
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2003,0.0014594360609131406,0.001868574095833741,0.00109177375481517
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2004,0.0014800034827817691,0.0019066669748501268,0.001102314380119115
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2005,0.0014986512754532662,0.0019307826370659911,0.0011126985612801101
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2006,0.0015176369307764981,0.0019504713579481167,0.001125587775719171
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2007,0.0015405985951803217,0.001984700254516122,0.0011491264050246116
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2008,0.0015633957916043333,0.0020099124682955464,0.0011557187711810912
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2009,0.0015845351680404897,0.0020336582225729863,0.0011696911593176943
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2010,0.00160213342009893,0.002055395671202773,0.001182899701397854
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2011,0.0016166444614280691,0.0020738820454393445,0.001194671133833358
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2012,0.001629604520962798,0.002088483130118872,0.0011987153245968576
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2013,0.001641307812939803,0.0021026328025054103,0.0012146095732095098
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2014,0.001652210800585306,0.0021270700050360835,0.0012128042491570002
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2015,0.0016611754391393464,0.0021432422544439556,0.0012168119254222344
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2016,0.0016780311237319598,0.002160010769178053,0.0012329690503271199
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2017,0.001687653400385244,0.002179107769513016,0.0012385010559375713
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2018,0.0016842050480787366,0.0021732651617728206,0.0012396487826964219
Prevalence,World Bank Upper Middle Income,Both,All ages,Eating disorders,Percent,2019,0.0016755722952738136,0.002161198274464474,0.001231308790342862
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,1990,0.02952708921598796,0.035339919775645164,0.02473216004591269
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,1991,0.029582754367640237,0.03531127352189993,0.024822090453506612
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,1992,0.029625544879279864,0.035284575966892856,0.024900447661005798
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,1993,0.029659201419136513,0.03528426638670733,0.024965562177981366
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,1994,0.0296879308132045,0.035275618167502125,0.024969312013289318
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,1995,0.02971562255305352,0.03529206315484188,0.02496021551604887
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,1996,0.029636025865801392,0.03517728799881854,0.024992048000918556
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,1997,0.029410805517382194,0.03488361416559166,0.024836176093481217
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,1998,0.029149431171151485,0.034555743942143606,0.024648526145887785
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,1999,0.028963250210392658,0.03428313626598999,0.024538346950284232
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,2000,0.028963782405366637,0.03420135061394453,0.02457013820540662
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,2001,0.02912045434054359,0.034395280928323065,0.024703221909415242
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,2002,0.029318823881519327,0.03464349096206905,0.024866579835907763
Prevalence,World Bank Lower Middle Income,Both,All ages,Anxiety disorders,Percent,2003,0.02954170652447992,0.03492567914838086,0.025047130002019448
