measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,1995,0.11800020931051673,0.13144519199792212,0.10592180678974296
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,1996,0.11774614383128534,0.13121038787297856,0.10542404374540357
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,1997,0.1173907112314191,0.1301986705576931,0.1050825299874386
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,1998,0.11692621104468895,0.13008737409265622,0.10468526056351221
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,1999,0.11654113360781934,0.12966897231179078,0.10449381665472805
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2000,0.11632333286926459,0.12955252841658732,0.1040755330734822
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2001,0.11625355753791436,0.1297779967587536,0.1042834387011558
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2002,0.116304576282953,0.12918391102713145,0.10437035933022802
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2003,0.11638304697299676,0.12979505926376994,0.10474910680881852
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2004,0.11646370202409749,0.12976781247596156,0.1052149954449739
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2005,0.11652785193299943,0.1295952498013978,0.10545334641695425
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2006,0.1164614902505912,0.12932525893449695,0.10540633206162887
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2007,0.11636862046838369,0.1286654358113033,0.10540784882021725
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2008,0.11630020640636775,0.12856005228283549,0.10528298549368278
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2009,0.11622040874929176,0.12847399629979084,0.10544622950356175
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2010,0.11622948697465378,0.12848879973866423,0.10538546683855995
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2011,0.11636432242256074,0.12855166116471758,0.10576517481764358
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2012,0.11659047934753403,0.12892739712327728,0.10595081886486248
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2013,0.11693584172191308,0.12931170361256206,0.10647650292756085
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2014,0.11720441975228353,0.129402719857022,0.10660850147862998
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2015,0.1174112200715717,0.12972984336364357,0.10659532308946396
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2016,0.11757592254211041,0.12957139193822112,0.10669790872445074
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2017,0.11777785995883713,0.1295395671533462,0.10672637222787765
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2018,0.11801211650287828,0.12961433449810655,0.10713097734989263
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.11834924220870333,0.13028850597186498,0.10749786847139405
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,1990,0.1146734553530554,0.12452886230097819,0.10452738575386306
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,1991,0.11468578434022744,0.12448918576110662,0.10433102120905932
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,1992,0.11464624902899337,0.12448635570819157,0.1043283596700373
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,1993,0.11456169257907926,0.12443604692432698,0.1041348370227755
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,1994,0.11445049381374238,0.12426554791089242,0.10416313932163956
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,1995,0.11431875621204977,0.12419533718056748,0.10398528460113134
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,1996,0.11408525213385182,0.12385201379979464,0.10373312693996792
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,1997,0.11374571300627581,0.12358432328468202,0.1035930777891032
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,1998,0.11339205759631825,0.12313927406493917,0.10335357509812053
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,1999,0.11311897162676439,0.12309229351559073,0.10326020973947256
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2000,0.11301319224238826,0.1229158108462212,0.10318788557404551
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2001,0.11315322822783352,0.12308860448814643,0.10339180630167771
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2002,0.11352798868707319,0.12357011721194429,0.10382135580427232
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2003,0.1140593588702132,0.1240903733843882,0.10436636169798368
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2004,0.11461888496098323,0.12472456073611356,0.10488205155865421
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2005,0.11501246933003491,0.12511341913387417,0.10527024362289857
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2006,0.11520582965316545,0.12528354055831545,0.10550923771961361
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2007,0.11533558989368119,0.12534923878856388,0.10565417579550583
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2008,0.11542413331391396,0.12522771437305627,0.10577722405401375
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2009,0.11549413157170747,0.1253487965540866,0.10582832867497649
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2010,0.11556498842868188,0.12550025712994128,0.10588993232770984
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2011,0.11566497231148685,0.12552210286601057,0.10610442556709808
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2012,0.11578754230721178,0.1256066778498384,0.10619600048329825
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2013,0.11590982086887351,0.12574436730472263,0.10635320553377936
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2014,0.11600732190439389,0.12590312154429484,0.10651150144663593
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2015,0.1160662244691037,0.12586854860710486,0.10645521672980168
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2016,0.11614615921231294,0.1258912823054509,0.10652983856228569
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2017,0.1162587603606263,0.12570675939563805,0.10682451489551643
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2018,0.11646957958734004,0.1261375004499851,0.10712167538944423
5,Prevalence,16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.11679629173102353,0.12623257192828685,0.10743069125855141
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,1990,0.10860591990163251,0.12116747496502017,0.09717187220670048
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,1991,0.10818371172170982,0.12073392517184106,0.09681565463034435
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,1992,0.10777507754515693,0.11975659729656384,0.09675010622616699
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,1993,0.10744707966373791,0.1195920619166343,0.09640575258151116
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,1994,0.107103066956681,0.11916190298531476,0.09616004782083917
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,1995,0.10681774038210537,0.11893248483743331,0.09594278067379433
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,1996,0.10646270388246448,0.11837089054734166,0.09566232960459935
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,1997,0.10607122730840729,0.11785253220810761,0.09507792742470735
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,1998,0.10558042254920423,0.11751816537737009,0.09477430648401727
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,1999,0.10518026305652152,0.11724739565014185,0.09443929834986318
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2000,0.10490225021923927,0.11707128656317108,0.09436878476832058
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2001,0.10482082022198481,0.1170718487746787,0.09422037755912165
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2002,0.10499387633438166,0.1171602618699163,0.0944773864732627
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2003,0.10522371971271051,0.11710237888837534,0.09467777998640048
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2004,0.10547082329888724,0.11696296598078408,0.09489046277674104
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2005,0.10550144127612114,0.11707988161687392,0.09444225408099556
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2006,0.10502563485979659,0.11680297940540003,0.09459504835995389
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2007,0.10407299674992401,0.11536497258007036,0.09368494711871705
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2008,0.10304235723557015,0.11402113246141,0.09305733692636627
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2009,0.1021882542129066,0.11297874335852297,0.09235221897694824
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2010,0.10196489010084936,0.11271699336806315,0.09225458765902138
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2011,0.10222258838350558,0.11269159662411088,0.09242391088693416
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2012,0.10263430234053622,0.11361108266182027,0.09288920302157527
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2013,0.10312635217205207,0.11398050099104765,0.09333345931125835
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2014,0.10366837090678697,0.11471214145310875,0.0938063347947487
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2015,0.104002327016798,0.11531051329120755,0.09408179850755655
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2016,0.10443755730169235,0.1156961202904689,0.09451972079728956
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2017,0.10491936246381019,0.11627655665641495,0.09487797115650971
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2018,0.10545589398230919,0.11676142343068246,0.09544745711237324
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.10603438413541612,0.117265816586684,0.09574767959612021
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,1990,0.11280758986708952,0.12555974337124867,0.10187642676863458
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,1991,0.11302004496087613,0.1256887369111922,0.10218467724731956
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,1992,0.1132541653003679,0.12601919761778715,0.10244085414731786
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,1993,0.11342700028760254,0.12621552878689113,0.10263962914156338
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,1994,0.1135388707058209,0.12585959097274746,0.1023890078973499
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,1995,0.11363596176165945,0.12632341226975813,0.10275348167275888
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,1996,0.11370654441388506,0.12656135770763838,0.1027882261633956
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,1997,0.11378892899408188,0.12648263521273312,0.10282005952143647
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,1998,0.1138287686194835,0.12661510704907405,0.10287084738220631
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,1999,0.11387761657682932,0.12652064184861442,0.1029714091910925
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2000,0.11388638438569694,0.12608600303197723,0.10293337387485134
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2001,0.11384932115623195,0.12616260601630722,0.10323293717144175
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2002,0.11381030436871736,0.1266573068236579,0.10271479088950808
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2003,0.11374015826345135,0.12599392165823745,0.1031596408045578
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2004,0.1136674656184925,0.12584703004611864,0.10296541822536541
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2005,0.11362479814410395,0.12643663547309988,0.10262577013066103
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2006,0.1135506497881665,0.1265612938178008,0.10276044621668987
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2007,0.11344124764968538,0.12639627963293487,0.10274250965086285
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2008,0.1133315975501603,0.12607326615182543,0.10255596705131147
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2009,0.11328831621987476,0.12621326574292305,0.10238080729558796
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2010,0.11327237730448564,0.1257096316771578,0.10237226615411382
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2011,0.11330356361090647,0.12610272877877382,0.10250907537327864
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2012,0.11338202971973685,0.12607394368660194,0.10274177598475241
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2013,0.11347432348984114,0.125745696434283,0.10270075693396294
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2014,0.11358584192191822,0.12630845423252798,0.10253572308302854
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2015,0.11370847153025557,0.12650200382876403,0.1025695305578248
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2016,0.11372311133639719,0.1259215251474035,0.10291245272820763
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2017,0.11374916754704731,0.12607024532322814,0.10282377578070477
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2018,0.11407096233516457,0.12644104397425499,0.10323908130433541
5,Prevalence,27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.1145268682509353,0.1272904797502688,0.10392156765282924
5,Prevalence,20,Viet Nam,3,Both,22,All ages,558,Mental disorders,2,Percent,1990,0.09802407525949779,0.1085750118907017,0.08806959585489449
5,Prevalence,20,Viet Nam,3,Both,22,All ages,558,Mental disorders,2,Percent,1991,0.09790201428404241,0.10797356139140121,0.08808016652227106
5,Prevalence,20,Viet Nam,3,Both,22,All ages,558,Mental disorders,2,Percent,1992,0.09777874605807932,0.10801441435429848,0.08778632795031943
5,Prevalence,20,Viet Nam,3,Both,22,All ages,558,Mental disorders,2,Percent,1993,0.09772166296936113,0.10771272216832291,0.08791249053106893
5,Prevalence,20,Viet Nam,3,Both,22,All ages,558,Mental disorders,2,Percent,1994,0.09769955580220613,0.10776832171390492,0.087766250761419
5,Prevalence,20,Viet Nam,3,Both,22,All ages,558,Mental disorders,2,Percent,1995,0.09772327834652013,0.10760509678458685,0.08810153186125275
